index;indeks;Price [PLN/MWh];Volume [MWh]
21.05.2017 00:00;TGeBase;123,83;53000
22.05.2017 00:00;TGeBase;167,25;62061,9
23.05.2017 00:00;TGeBase;172,99;59200,3
24.05.2017 00:00;TGeBase;165,94;61001,9
25.05.2017 00:00;TGeBase;161,71;58070,9
26.05.2017 00:00;TGeBase;165;60141,2
27.05.2017 00:00;TGeBase;152,81;78651,7
28.05.2017 00:00;TGeBase;127,84;58429,3
29.05.2017 00:00;TGeBase;161,85;60330,3
30.05.2017 00:00;TGeBase;173,98;63345,2
31.05.2017 00:00;TGeBase;141,95;60872
01.06.2017 00:00;TGeBase;147,95;54716,8
02.06.2017 00:00;TGeBase;166,69;63970,4
03.06.2017 00:00;TGeBase;196,81;72790,5
04.06.2017 00:00;TGeBase;129,61;52572,4
05.06.2017 00:00;TGeBase;159,11;56295,1
06.06.2017 00:00;TGeBase;150,05;57392,1
07.06.2017 00:00;TGeBase;148,07;51939,2
08.06.2017 00:00;TGeBase;157,2;53781,7
09.06.2017 00:00;TGeBase;170,71;65427,1
10.06.2017 00:00;TGeBase;167,52;62083,1
11.06.2017 00:00;TGeBase;136,45;63656,9
12.06.2017 00:00;TGeBase;135,87;56622,3
13.06.2017 00:00;TGeBase;131,46;80393,4
14.06.2017 00:00;TGeBase;152,63;53422
15.06.2017 00:00;TGeBase;142,21;64989,7
16.06.2017 00:00;TGeBase;140,1;60421,4
17.06.2017 00:00;TGeBase;142,06;59124,7
18.06.2017 00:00;TGeBase;144,27;66574,5
19.06.2017 00:00;TGeBase;172,34;49242,3
20.06.2017 00:00;TGeBase;165,96;48349,6
